"order_id","user_id","eval_set","order_number","order_dow","order_hour_of_day","days_since_prior_order"
3061518,5930,"prior",4,6,"09",17
2925130,94786,"prior",77,3,"12",1
2490953,158399,"prior",9,3,"18",21
247589,204730,"prior",4,0,"18",11
290942,64089,"prior",20,1,"11",30
2739780,38123,"prior",18,2,"10",8
838068,61721,"prior",3,5,"12",8
2247061,76375,"prior",4,6,"13",30
502663,47644,"prior",11,0,"08",2
2487564,39297,"prior",5,5,"15",21
258817,127548,"prior",6,1,"15",26
1045716,196770,"prior",40,4,"15",7
1874639,47865,"prior",4,0,"13",7
2091843,29002,"prior",8,0,"16",18
2157758,156555,"prior",10,2,"09",3
1086726,93594,"prior",6,0,"17",5
2043925,161390,"prior",77,5,"09",2
2677256,20516,"prior",3,6,"13",30
2723768,202751,"prior",10,4,"16",3
1839330,174388,"prior",6,2,"13",4
795341,30912,"prior",6,6,"16",13
1668543,22428,"prior",27,2,"15",6
2399499,119239,"prior",12,6,"02",8
758499,91369,"prior",4,3,"12",7
873685,140380,"prior",20,3,"18",7
174144,91741,"prior",5,3,"13",30
812154,139594,"prior",7,6,"14",5
137519,62202,"prior",2,6,"17",12
2084732,55777,"prior",30,4,"20",6
2045519,165868,"prior",18,2,"13",4
2475093,134928,"prior",2,0,"21",6
692226,73765,"prior",47,4,"10",1
2947091,71425,"prior",12,1,"16",1
1031152,202311,"prior",31,0,"06",8
1212367,87657,"prior",5,5,"08",30
109125,93631,"prior",20,6,"12",6
2785581,6052,"prior",14,5,"13",30
941360,47919,"prior",15,2,"10",12
810622,77999,"prior",6,6,"10",30
2548675,74779,"prior",26,1,"10",11
856521,166968,"prior",36,6,"19",24
540476,1555,"train",5,6,"10",25
3360947,76108,"prior",14,4,"22",15
2205208,197379,"prior",6,6,"16",30
2863422,27853,"prior",3,0,"18",6
3107989,22430,"prior",9,4,"14",30
2521317,53566,"prior",30,1,"15",5
2705301,112623,"prior",17,2,"11",25
2790039,165708,"prior",43,5,"15",4
2111908,19517,"prior",9,5,"07",20
1216592,179852,"prior",10,0,"16",30
1401581,38546,"prior",11,5,"14",14
1152496,5756,"prior",71,1,"15",6
1574452,83052,"prior",26,5,"11",3
2758822,58567,"prior",2,4,"11",3
2257205,47145,"prior",12,1,"17",2
1709135,178175,"prior",33,0,"14",9
2381121,158028,"test",53,2,"08",8
2696719,58434,"prior",3,0,"09",14
2316983,181082,"prior",2,3,"15",8
1569821,110146,"prior",8,2,"18",16
2752832,124127,"prior",41,1,"16",1
3273836,137208,"prior",17,0,"14",17
1860973,167171,"prior",53,4,"07",6
3285019,206124,"prior",40,2,"08",15
1577880,198559,"prior",23,6,"09",7
1810800,148315,"prior",2,1,"15",7
3101622,87170,"prior",81,3,"13",7
1489330,98986,"prior",10,6,"12",8
1211801,187344,"prior",4,0,"17",30
2144516,6441,"prior",26,3,"12",6
2733148,111834,"prior",11,3,"12",30
2325369,40253,"prior",39,0,"11",5
1761360,30562,"prior",10,3,"21",0
1284881,197768,"prior",10,0,"08",30
1572787,124850,"prior",14,2,"15",1
246282,49521,"prior",6,3,"15",7
113620,23046,"prior",5,4,"10",2
1300454,96989,"prior",3,0,"21",11
353113,104788,"prior",7,0,"12",30
545315,69173,"prior",72,5,"03",2
3121602,63914,"prior",49,5,"20",6
272744,171721,"prior",9,4,"11",14
2118999,142964,"prior",19,3,"22",0
2823886,35816,"train",4,0,"18",30
260074,187579,"prior",4,4,"11",13
2585475,200150,"prior",31,3,"16",0
3019622,38171,"prior",20,3,"10",5
2700289,36937,"prior",13,4,"17",4
606567,185642,"prior",19,0,"15",27
565433,164510,"prior",9,0,"08",3
3004709,179392,"train",4,1,"18",9
1115463,147609,"prior",2,3,"17",16
3239340,9251,"prior",12,5,"14",7
393061,26896,"prior",18,2,"14",16
2679117,166442,"prior",4,0,"15",30
2292642,164635,"prior",21,6,"16",30
1585861,17946,"prior",7,1,"14",6
2255878,162898,"prior",27,2,"13",4
285555,13297,"prior",4,3,"09",30
772978,187467,"prior",5,4,"17",6
2411268,147372,"prior",23,4,"20",5
30833,74159,"prior",4,6,"11",7
181244,2964,"prior",57,5,"20",0
912146,36017,"prior",19,3,"12",2
2237067,44967,"prior",20,1,"21",4
804455,35013,"prior",23,3,"14",12
3389008,52937,"train",9,6,"10",10
112158,5577,"prior",6,5,"13",4
2358801,191416,"prior",14,1,"10",3
1979409,71389,"prior",18,5,"10",22
218782,86485,"prior",3,6,"07",5
261589,83449,"prior",34,2,"13",3
3344336,17062,"prior",4,3,"16",4
550819,73727,"test",14,2,"00",12
986595,58176,"prior",13,5,"13",7
3419291,99423,"prior",10,2,"08",7
2949256,113900,"train",6,3,"12",14
1445883,31475,"prior",3,0,"11",5
871803,187557,"prior",25,2,"10",1
402498,49464,"prior",4,0,"16",6
1779283,185706,"train",8,2,"13",25
1471619,8500,"prior",67,1,"14",4
700339,19640,"prior",10,0,"16",10
2366286,124272,"test",7,4,"00",30
1905539,4520,"train",12,1,"08",5
564817,37568,"prior",7,6,"18",10
311405,23244,"prior",25,0,"19",11
2577829,74580,"prior",22,5,"03",9
1792731,121511,"prior",2,1,"06",19
736609,28910,"prior",2,1,"12",9
3366132,95581,"prior",8,4,"10",14
682289,148897,"prior",13,1,"10",2
1269186,145661,"prior",11,2,"10",6
756661,24736,"prior",4,6,"15",6
2808340,146836,"prior",65,6,"17",2
1901113,61129,"prior",19,6,"16",5
280652,111447,"prior",22,0,"12",7
139493,167404,"prior",8,6,"18",5
2961191,73785,"prior",23,3,"16",11
2209294,84593,"prior",12,1,"16",18
950452,102551,"prior",17,0,"10",5
3158640,129426,"prior",8,6,"19",6
1604151,194100,"prior",28,5,"20",0
2325466,204467,"prior",17,2,"18",2
569472,153680,"prior",41,4,"08",3
2441946,114819,"prior",3,0,"13",30
1235843,145695,"prior",27,3,"19",7
21955,118491,"prior",18,2,"10",30
3089507,7440,"prior",63,3,"10",1
2264695,36689,"prior",3,6,"10",7
2676006,198103,"prior",7,3,"16",2
1138283,168918,"prior",2,0,"20",4
1268932,149388,"prior",15,1,"13",10
2187308,158459,"prior",3,0,"10",30
2187275,146312,"prior",11,2,"20",5
376913,133720,"prior",26,5,"13",10
1808016,67736,"prior",45,5,"12",1
1365874,6562,"prior",16,1,"23",4
2447244,115386,"prior",8,2,"22",5
1317679,171530,"prior",32,1,"19",3
2501288,179225,"prior",10,0,"14",0
2247716,64423,"prior",6,1,"14",5
418901,130262,"prior",20,1,"13",7
1572891,152990,"test",23,3,"20",16
534479,77154,"prior",21,3,"12",30
2219185,106832,"prior",3,3,"10",14
2087588,169546,"prior",6,6,"03",4
2107061,35100,"prior",36,3,"13",2
601478,120618,"prior",24,4,"17",4
2339713,144522,"prior",5,4,"08",30
2282775,170848,"prior",40,1,"18",0
326775,119289,"prior",36,0,"13",5
3121357,4115,"prior",30,0,"22",3
288199,143326,"prior",4,5,"11",17
918256,194208,"prior",4,0,"12",7
1058340,183849,"prior",16,4,"15",4
2686239,199244,"prior",13,6,"09",15
2402400,196948,"prior",12,0,"07",22
2957495,43483,"prior",9,5,"09",8
846859,13703,"prior",5,1,"18",14
2444537,189408,"prior",76,3,"16",1
1353451,185637,"prior",35,0,"14",7
3162320,41834,"prior",10,3,"09",12
825415,80605,"prior",8,6,"08",2
1992394,159443,"prior",41,0,"14",5
3261574,199072,"prior",13,2,"10",4
508040,70324,"prior",6,0,"12",30
2154615,83814,"prior",8,2,"13",7
1505674,117240,"prior",26,0,"08",7
2321659,62819,"prior",2,5,"11",3
128458,18925,"prior",5,4,"11",6
872711,48825,"train",8,0,"15",5
1777298,187281,"prior",2,6,"13",15
1039512,40198,"prior",6,4,"18",16
2981501,204296,"prior",11,2,"10",30
1076091,20687,"prior",9,5,"14",3
2801010,23249,"prior",8,0,"10",5
1922258,108337,"prior",5,6,"10",6
2770039,195865,"prior",2,4,"13",9
3085497,99368,"prior",12,0,"10",17
606294,12203,"prior",4,6,"16",29
3023728,87513,"prior",7,6,"18",30
483745,20261,"prior",19,6,"12",7
2772486,7120,"prior",80,4,"07",5
1393701,29970,"prior",13,0,"09",8
2537956,79728,"prior",16,6,"18",2
2409712,22199,"prior",3,6,"06",7
1557364,184624,"prior",11,0,"06",6
953104,48486,"prior",30,1,"18",0
883131,186506,"prior",69,4,"12",6
2997959,21837,"prior",15,4,"16",3
3241538,188298,"prior",46,5,"08",5
2660664,126455,"prior",37,3,"15",3
816477,1231,"prior",11,1,"17",16
485652,25721,"prior",10,5,"00",5
770984,188574,"prior",15,4,"16",12
859449,152009,"prior",9,3,"14",14
461815,8246,"prior",7,1,"12",28
782810,195710,"prior",7,5,"14",2
107997,60488,"prior",3,5,"15",10
3172655,62615,"prior",8,2,"11",6
376056,153064,"prior",11,2,"16",8
2934791,79314,"prior",77,5,"07",3
1032468,84017,"prior",56,1,"11",2
595459,164485,"prior",33,1,"07",6
3409535,9174,"prior",13,6,"11",3
2725857,3509,"prior",57,5,"17",4
2914638,148352,"prior",14,0,"08",21
1644960,100554,"prior",5,0,"11",30
2082638,82388,"prior",59,5,"10",5
2247284,158841,"prior",8,2,"15",10
746420,199134,"prior",9,0,"07",3
2754890,145933,"prior",6,3,"08",1
1350464,110265,"prior",2,4,"18",3
777897,100185,"prior",15,0,"17",7
3030789,97045,"prior",2,4,"17",2
1860983,143584,"prior",12,0,"13",21
3360748,138711,"prior",93,6,"12",1
2729924,132698,"prior",19,5,"19",5
1529274,193876,"prior",4,5,"08",17
1443395,11093,"prior",3,0,"15",30
2611900,137463,"prior",4,0,"17",7
1151816,33563,"prior",4,2,"10",8
779297,74778,"prior",2,1,"20",16
3165662,198217,"prior",24,3,"19",0
640848,21289,"prior",6,3,"15",23
1646837,130549,"prior",3,1,"14",17
3032671,193444,"prior",2,0,"12",8
529635,40818,"prior",9,0,"20",6
1230616,90071,"prior",5,0,"10",30
2546978,119687,"prior",31,2,"11",1
1298441,103815,"prior",5,5,"10",30
1982096,130146,"prior",7,2,"21",3
2149029,169384,"prior",39,4,"16",6
1362222,197718,"prior",2,1,"11",7
535465,84940,"prior",3,4,"09",14
2244508,152792,"prior",9,0,"14",13
340343,124818,"prior",13,1,"08",12
2374885,77829,"prior",9,1,"16",7
1686212,113767,"prior",3,0,"12",2
1876725,185371,"prior",92,6,"08",3
1951816,108279,"prior",4,5,"07",19
2706452,56904,"prior",2,1,"10",14
1929342,17195,"prior",4,3,"08",11
723380,109681,"prior",8,4,"11",1
532867,65556,"prior",12,4,"11",7
672320,205796,"prior",17,2,"16",6
303067,80203,"prior",21,6,"10",20
923747,112434,"prior",21,0,"15",7
2752211,198673,"prior",6,1,"13",7
844112,4098,"prior",38,2,"09",4
2334397,165965,"prior",3,1,"08",30
3337736,173054,"prior",3,2,"11",26
2461513,164,"prior",7,3,"12",16
1282274,206155,"prior",4,6,"09",3
213218,198517,"prior",6,5,"13",5
2121448,192507,"prior",10,4,"13",25
1528865,17006,"prior",20,2,"19",6
1320131,131624,"prior",8,0,"12",30
1112386,180876,"prior",28,1,"12",10
2806690,19582,"prior",40,2,"08",0
417566,70364,"prior",32,5,"15",4
2609145,135032,"prior",7,1,"19",2
1957041,145072,"prior",15,5,"16",5
124958,159129,"prior",19,6,"13",1
2536664,61160,"prior",16,3,"15",9
2763880,118669,"prior",23,0,"14",2
2462476,187605,"prior",10,5,"18",3
202775,72185,"prior",47,3,"09",5
9976,108635,"prior",7,3,"12",5
636786,57538,"prior",3,1,"14",7
2927851,107500,"prior",8,6,"19",5
1952837,102772,"prior",15,3,"12",9
196274,94258,"prior",42,3,"14",9
1956714,109375,"prior",4,4,"13",6
2647900,12520,"prior",3,0,"10",5
3281404,173982,"prior",47,0,"11",2
2605745,126797,"prior",7,1,"08",15
2140921,111626,"prior",6,6,"10",7
2934700,2564,"prior",7,5,"06",17
2254735,32336,"prior",29,0,"15",5
3379356,102915,"prior",63,3,"09",12
3170572,14795,"prior",2,5,"21",19
1952570,8924,"prior",16,0,"14",12
3019739,4735,"prior",13,2,"11",15
791895,45892,"prior",21,1,"09",10
747810,93904,"prior",7,1,"10",22
1061817,83465,"prior",3,2,"18",30
3215294,103005,"prior",37,0,"08",7
413161,149062,"prior",13,4,"19",3
842501,94076,"prior",11,3,"09",6
1759196,43637,"prior",4,3,"15",17
2542631,187354,"prior",20,2,"21",1
1564081,74804,"prior",7,6,"07",3
204585,62205,"prior",2,2,"14",3
1519361,126152,"prior",12,2,"18",1
3307010,148201,"prior",3,6,"20",30
527254,79750,"prior",5,6,"17",28
1342478,177853,"prior",8,5,"13",9
2493194,136404,"prior",15,0,"21",6
3106647,180103,"prior",93,6,"13",0
3082517,34056,"prior",19,0,"12",14
3342612,182737,"prior",9,1,"11",11
860688,24479,"prior",8,0,"15",8
1038642,133679,"prior",21,5,"12",29
2871043,162867,"prior",25,3,"09",2
2816930,7388,"prior",15,0,"12",3
33969,108226,"test",4,5,"17",30
1400650,141061,"prior",13,1,"11",1
2159118,136834,"prior",21,6,"18",6
1077376,157389,"prior",19,1,"08",7
2257693,204833,"prior",3,6,"10",7
1141214,184301,"prior",65,1,"08",11
35003,125525,"prior",6,1,"14",9
3419845,10046,"prior",37,6,"13",2
262352,116575,"prior",3,6,"18",19
1736011,22787,"prior",9,6,"19",20
2163067,75715,"prior",9,1,"14",25
206076,57996,"prior",33,4,"13",8
2600887,176670,"prior",32,0,"17",7
1937526,1525,"train",9,3,"15",2
362981,42410,"prior",26,6,"14",4
2615433,179970,"prior",33,1,"18",6
550656,33244,"prior",35,0,"23",3
638565,848,"prior",19,0,"17",7
418120,142436,"prior",3,6,"16",6
3175212,126848,"prior",34,3,"13",1
1372733,31791,"prior",11,1,"16",10
1173210,10132,"prior",40,3,"07",5
2285152,53743,"prior",25,1,"11",21
1858329,56833,"prior",10,3,"20",7
2986894,70536,"train",28,1,"06",11
1040038,117994,"prior",17,6,"09",6
3214427,103038,"prior",4,4,"16",25
1747674,166943,"prior",55,3,"12",4
1594961,155084,"test",14,1,"10",30
2047333,50457,"prior",9,5,"21",11
1939190,35706,"prior",3,3,"14",8
412830,198919,"prior",10,5,"10",6
2769271,195406,"prior",13,4,"13",30
883662,177804,"prior",2,6,"06",15
775846,120509,"prior",19,1,"21",1
520525,106578,"prior",52,3,"14",5
2915434,174046,"prior",11,0,"21",2
392806,149281,"prior",4,4,"14",25
2014020,195732,"prior",6,4,"00",20
152777,138555,"prior",15,3,"17",3
2059089,1197,"prior",58,5,"13",4
1151662,38313,"prior",37,0,"12",5
3384798,152222,"train",12,0,"19",27
155730,203208,"prior",41,5,"10",3
2741833,196683,"prior",10,4,"09",4
2438366,83244,"prior",19,5,"20",8
3116512,200230,"prior",24,2,"10",6
906550,22414,"prior",27,3,"16",3
2205485,92427,"prior",2,0,"10",12
217107,158164,"prior",18,2,"18",3
2450201,71818,"prior",8,5,"11",21
1196305,102232,"prior",2,1,"13",30
1143676,31752,"prior",17,0,"16",30
3027531,75518,"prior",42,0,"09",7
55124,194,"prior",7,5,"18",30
2465712,119748,"prior",6,0,"09",5
1063785,122037,"prior",31,4,"18",15
2474690,38925,"prior",3,2,"11",30
1890204,111293,"prior",3,6,"07",10
1594647,92043,"prior",18,5,"11",10
1857123,23303,"prior",19,4,"10",17
161981,192165,"prior",17,6,"12",20
1636319,87406,"prior",69,3,"08",1
787160,164485,"prior",27,6,"08",17
1565920,21319,"prior",13,2,"17",30
3016456,174955,"prior",3,4,"12",30
333866,107721,"prior",7,5,"18",27
1538919,43613,"prior",19,0,"09",2
1992530,101937,"prior",41,3,"15",0
2470964,64549,"prior",2,5,"14",30
431821,105723,"prior",24,1,"18",6
634155,76818,"prior",2,3,"08",18
3217206,161706,"train",8,4,"07",22
1252823,107475,"prior",45,3,"14",5
2011602,171605,"test",41,1,"12",7
1199062,106439,"prior",8,0,"18",7
306474,194457,"test",4,1,"11",30
606060,202803,"train",8,0,"17",30
2134160,152144,"prior",80,5,"17",2
1181607,90529,"prior",27,3,"10",14
2190684,184021,"prior",80,1,"11",3
3350477,32975,"prior",13,5,"19",8
229841,192463,"train",33,1,"07",5
3184029,83079,"prior",14,5,"16",5
866876,9269,"prior",2,6,"12",13
3167087,140263,"prior",5,5,"20",19
1772331,41916,"prior",6,5,"15",30
1811185,189862,"prior",25,3,"17",14
2079624,78808,"prior",22,3,"10",9
236314,18692,"prior",23,2,"07",8
3248506,18225,"prior",3,5,"16",18
533516,39921,"prior",4,2,"18",5
296619,24657,"prior",4,0,"10",7
685969,145470,"prior",5,4,"08",30
433162,193047,"prior",9,2,"10",30
2329337,132154,"prior",71,4,"08",6
1496269,26367,"prior",5,1,"13",8
414088,131157,"prior",12,5,"19",13
722565,20570,"prior",3,6,"16",11
2218785,203172,"train",6,6,"17",14
2881961,38577,"prior",11,2,"18",2
1438938,88135,"prior",45,1,"11",3
1048986,113404,"prior",4,2,"10",30
977369,452,"prior",23,0,"18",4
946681,179589,"train",14,6,"14",4
3150114,172621,"prior",57,5,"19",3
2733013,105846,"prior",5,1,"15",6
1857904,55614,"prior",9,3,"18",30
1681706,136826,"prior",2,6,"12",6
2821149,129684,"prior",11,5,"15",30
1408215,49355,"prior",11,0,"13",6
960367,36663,"prior",44,5,"14",3
588570,25770,"prior",33,2,"14",6
2240595,22559,"prior",6,1,"10",22
1810563,146167,"prior",8,4,"15",15
1409367,88662,"prior",16,0,"14",7
2038218,72027,"prior",7,3,"09",6
1939078,190857,"prior",9,2,"15",4
3373312,163279,"train",16,0,"20",30
3332248,180217,"prior",19,5,"18",7
1433045,28127,"prior",4,2,"23",1
3123814,142254,"test",21,0,"09",21
515841,85462,"prior",4,2,"16",7
1456444,160701,"prior",6,6,"12",7
1407849,103802,"prior",6,5,"11",15
1475822,160800,"prior",5,3,"13",18
1522322,45693,"prior",4,4,"13",2
1666533,42310,"prior",19,6,"11",9
2924911,79280,"prior",3,0,"15",30
2373191,171844,"prior",11,3,"18",2
191081,52926,"test",11,1,"12",30
707777,23861,"prior",6,6,"20",0
713597,91062,"prior",3,0,"23",6
1415752,133601,"prior",20,0,"21",3
2641112,171203,"prior",19,1,"12",7
1016636,36053,"prior",11,4,"17",20
1485246,132377,"prior",3,0,"15",6
2580378,175120,"prior",62,5,"12",3
1682750,192797,"prior",3,5,"11",4
1373446,162194,"prior",3,6,"16",1
376511,137852,"prior",26,5,"13",6
1147160,55725,"prior",17,3,"10",3
3338743,191172,"prior",63,5,"12",4
1604521,186249,"prior",5,0,"16",15
848243,21451,"prior",32,2,"20",2
2706323,46860,"prior",24,0,"15",10
2460656,48032,"prior",35,0,"20",3
1592754,177689,"prior",43,0,"09",3
2029431,155796,"prior",8,0,"12",18
113300,5148,"prior",40,0,"22",30
1768010,151458,"prior",26,4,"15",4
3364150,150755,"prior",54,5,"10",7
148070,34816,"prior",15,2,"13",15
243433,180810,"prior",9,2,"09",8
2741899,146205,"prior",3,1,"13",19
2904798,109810,"prior",2,3,"14",1
1116373,75685,"prior",34,1,"11",2
625209,50607,"prior",40,0,"16",4
2201888,37499,"prior",47,4,"07",3
1934003,151143,"prior",5,3,"14",10
2623723,141455,"prior",2,3,"21",3
1092551,94890,"prior",5,4,"19",9
3270575,126305,"prior",34,5,"13",7
3403234,8094,"prior",29,0,"19",8
3420098,5557,"prior",34,5,"15",0
2712557,148074,"test",8,0,"11",10
2829643,109818,"train",17,4,"16",7
1214602,33346,"prior",20,1,"11",6
2884373,101979,"prior",12,4,"19",6
2758185,43143,"prior",6,0,"20",19
969100,13908,"prior",6,5,"13",30
3259450,109588,"prior",5,4,"23",6
2521735,25449,"prior",43,1,"12",8
1642840,46680,"prior",5,1,"13",3
1343963,199329,"prior",40,5,"08",16
494933,147853,"prior",38,2,"14",12
1823111,19432,"prior",84,6,"07",7
1682829,71962,"train",13,3,"21",11
1630412,198206,"prior",8,2,"11",15
266951,45569,"train",10,2,"16",5
726002,41800,"prior",18,1,"07",3
658959,69182,"prior",55,2,"11",1
1848912,195158,"prior",6,6,"09",13
1217520,48813,"prior",4,3,"13",12
79779,144863,"train",24,0,"12",11
2466278,49393,"prior",12,2,"12",8
582405,121935,"prior",3,3,"09",13
1555901,52282,"prior",4,2,"09",30
2139424,163388,"prior",22,5,"08",1
467044,16718,"prior",9,5,"13",4
1875311,47623,"prior",2,1,"17",22
3244956,58685,"train",30,2,"14",5
1506205,75415,"prior",22,1,"20",28
147001,74565,"prior",39,3,"11",4
2956591,94463,"prior",29,5,"10",4
2177738,180761,"prior",11,6,"10",10
2492593,77633,"prior",4,0,"12",30
1606391,94613,"prior",23,3,"14",10
3027165,182318,"prior",11,6,"13",14
1478930,194154,"prior",14,4,"22",11
2563445,167881,"prior",2,5,"08",30
2142224,148828,"prior",8,0,"10",7
1916740,178037,"prior",5,0,"10",30
2022392,161318,"prior",19,5,"07",9
2911583,76377,"prior",5,0,"23",7
497376,181031,"prior",3,5,"11",30
2185761,112336,"prior",31,6,"13",2
1713728,58517,"prior",23,0,"14",4
2302978,117831,"prior",3,3,"14",9
2509670,58619,"prior",7,2,"07",18
2560297,115529,"prior",39,4,"11",7
892759,113934,"test",23,0,"14",13
2701840,25449,"prior",47,4,"14",5
1204651,166269,"prior",2,0,"15",27
3028039,16946,"prior",26,5,"16",8
2551866,145025,"prior",14,6,"16",4
771932,24539,"prior",2,3,"17",12
476059,64722,"prior",3,2,"18",4
1223240,11303,"train",7,4,"14",29
2937071,50733,"prior",63,6,"12",4
2969124,101001,"prior",11,0,"16",9
688003,100947,"prior",19,5,"20",3
2698846,131038,"prior",11,4,"22",4
1456660,201446,"prior",12,4,"17",7
2721688,121305,"prior",2,5,"19",2
2170074,80837,"prior",5,2,"17",15
560051,198937,"prior",24,2,"08",5
1870238,21913,"prior",2,1,"07",11
531415,187343,"prior",13,2,"07",29
1001664,162613,"prior",5,6,"17",7
2347293,204726,"prior",50,4,"15",6
741604,166431,"prior",15,0,"13",16
2773282,58566,"prior",6,2,"10",8
2759809,5580,"prior",39,2,"14",4
2770999,65047,"prior",4,5,"21",6
3295241,81408,"prior",4,4,"13",19
538686,197523,"prior",5,3,"12",7
1898535,131753,"prior",17,4,"13",7
153890,59106,"prior",34,6,"22",0
3190720,55593,"prior",12,0,"11",2
3201921,135071,"prior",4,0,"14",6
2075859,52577,"prior",10,1,"16",12
2250667,117426,"prior",46,0,"14",4
2908785,148855,"prior",2,0,"07",1
2206197,101023,"train",9,5,"15",5
3378399,86650,"prior",4,5,"13",21
2784964,20439,"prior",26,6,"12",6
2637448,79539,"prior",4,3,"12",30
156114,125421,"prior",15,1,"19",2
3292238,118860,"prior",47,5,"21",7
2516402,114461,"prior",4,2,"09",11
809723,125407,"prior",15,2,"14",16
2194208,14399,"prior",47,1,"14",4
1019365,104848,"prior",3,3,"00",30
2340856,205204,"prior",2,0,"15",9
749679,137320,"prior",25,2,"12",0
1815547,32480,"prior",5,2,"11",8
2037042,114009,"prior",8,5,"08",7
3162005,85068,"prior",6,5,"09",29
2018518,8308,"prior",23,0,"09",9
3208959,51783,"prior",10,0,"10",21
741432,123460,"prior",8,5,"11",8
44257,166696,"prior",2,2,"16",8
2005492,16777,"prior",4,1,"16",25
2434315,45827,"prior",44,2,"11",6
1413912,97658,"prior",9,0,"10",28
144767,76350,"prior",23,3,"14",7
1701361,201529,"prior",11,1,"15",6
337739,15130,"prior",48,0,"11",5
1024586,77575,"prior",3,1,"20",23
3306685,28574,"prior",4,3,"10",30
2915189,61282,"prior",7,1,"14",7
2318246,138433,"prior",24,1,"16",4
2839608,76998,"prior",11,1,"14",4
2974199,53088,"prior",15,2,"23",6
770599,201534,"prior",43,2,"08",8
1109952,62289,"prior",27,5,"13",2
1076137,44716,"prior",9,3,"10",25
2831508,206206,"prior",55,0,"16",13
2619501,52529,"prior",27,0,"09",5
1952479,167823,"prior",2,2,"12",30
3096627,81819,"prior",9,1,"10",6
686103,148159,"prior",45,4,"07",7
424504,160635,"prior",5,2,"10",30
664066,165551,"prior",12,1,"13",6
1576739,171158,"prior",6,4,"13",9
2796659,83509,"prior",6,6,"09",3
303410,88818,"train",6,0,"16",7
2899178,91703,"train",54,1,"10",7
2219830,199852,"prior",5,1,"22",30
1743580,55656,"prior",12,1,"10",7
104292,136448,"prior",10,0,"19",7
2358559,11751,"prior",24,0,"18",8
1100667,15459,"prior",51,2,"09",11
1926201,192458,"prior",33,1,"09",15
3246875,38991,"prior",18,3,"16",4
1401750,26898,"prior",12,1,"13",3
3227084,147256,"prior",5,6,"20",23
569630,177724,"prior",15,2,"16",25
525425,169432,"prior",7,1,"12",27
2653154,83282,"train",33,1,"10",30
2048806,60753,"prior",14,4,"20",25
379781,40504,"prior",8,1,"17",4
2548878,154244,"prior",53,3,"09",9
653120,125011,"prior",44,1,"14",3
1158018,192314,"prior",9,0,"14",8
2143643,170519,"prior",23,2,"17",10
541865,50193,"prior",2,5,"11",27
1305399,14494,"prior",13,4,"19",12
2035308,197377,"prior",36,4,"19",7
449630,79400,"prior",2,4,"14",9
634035,162843,"prior",11,0,"08",14
561083,175602,"prior",23,1,"20",7
3145932,102671,"prior",5,0,"18",8
744082,152767,"prior",6,3,"09",4
915529,122467,"train",12,0,"18",5
3120225,119409,"prior",2,2,"13",8
1834787,53072,"prior",18,6,"16",6
647892,199718,"prior",3,6,"15",30
1049593,194437,"train",12,2,"09",30
3212652,150622,"prior",10,4,"15",21
1554845,100116,"prior",36,4,"09",7
2019808,131452,"prior",34,0,"11",10
3011261,65056,"prior",8,3,"14",30
1277704,149482,"prior",12,2,"14",3
2701352,197375,"prior",2,3,"12",23
1361893,5017,"prior",22,0,"10",19
568864,24980,"prior",6,5,"09",12
2870282,30857,"train",4,3,"13",30
2291050,63307,"prior",2,3,"15",21
2310852,73310,"prior",2,3,"14",1
2745532,67559,"prior",8,1,"11",7
1803991,9545,"prior",7,1,"12",7
411094,29077,"prior",52,2,"15",7
1830748,13903,"prior",7,5,"08",13
2546069,155919,"prior",36,1,"08",12
2350866,124449,"test",9,6,"12",14
681397,94963,"train",5,6,"11",6
1374868,47831,"prior",17,5,"11",12
15647,175167,"prior",24,1,"08",8
538981,134832,"prior",30,5,"18",9
1710968,39358,"prior",78,2,"13",7
2233570,2294,"prior",25,1,"18",6
2044932,167162,"prior",15,6,"16",5
2768975,190205,"prior",23,6,"14",9
3241680,140635,"prior",3,6,"12",5
397329,84985,"prior",11,1,"13",6
1678690,9372,"prior",45,6,"15",2
2273138,136364,"prior",39,4,"12",3
2349759,158839,"prior",35,5,"17",3
2189455,92707,"prior",43,6,"21",2
2213561,165215,"prior",17,5,"09",16
2845477,10972,"prior",13,6,"14",6
2376941,36481,"prior",82,1,"10",2
2634441,87470,"prior",32,2,"15",12
506905,131979,"prior",3,3,"15",4
2143125,17469,"prior",13,0,"17",9
2295986,71593,"prior",5,5,"11",1
1251729,3620,"prior",13,2,"12",30
3287969,188519,"prior",9,4,"18",20
906913,22379,"prior",6,5,"08",4
1562117,147325,"prior",25,0,"16",7
2449776,105539,"prior",40,6,"14",4
1039872,155891,"prior",7,4,"13",21
2733976,167313,"prior",4,1,"15",11
2267903,178781,"prior",7,3,"17",6
2875332,178436,"prior",14,0,"17",7
1451066,84436,"prior",44,5,"15",5
653414,73929,"prior",33,2,"01",14
1763490,134597,"prior",41,0,"14",7
308333,81943,"prior",22,6,"17",20
2220082,61894,"prior",10,3,"07",5
1178330,153284,"prior",32,4,"07",8
2646686,69392,"prior",45,6,"12",2
16930,95725,"prior",16,3,"10",5
2201805,192895,"prior",3,0,"17",30
3260030,182942,"prior",26,1,"23",8
1704560,141144,"prior",23,1,"07",10
1906003,131368,"prior",13,0,"23",5
1639005,89256,"prior",31,6,"13",7
2643764,21704,"prior",13,2,"11",25
224995,52904,"prior",37,1,"10",2
